37807;-723358;-1181354
37808;-727034;-1183623
37809;-725487;-1188509
37810;-723292;-1193587
37816;-736394;-1156342
37817;-729044;-1157814
37818;-725722;-1163985
37821;-724115;-1144107
37824;-721868;-1142731
37825;-719166;-1138243
37826;-717094;-1144592
37831;-713341;-1157739
37832;-711796;-1162437
37833;-705475;-1163222
37841;-709737;-1148121
37842;-709540;-1143716
37843;-713230;-1140136
37846;-721974;-1153660
37852;-706959;-1153232
37853;-698122;-1151217
37855;-700976;-1146587
37856;-693929;-1150665
37858;-691043;-1156001
37861;-705788;-1158524
37862;-701812;-1156838
37871;-684282;-1171453
37872;-684235;-1176552
37873;-678489;-1178084
37881;-689699;-1172565
37882;-698831;-1170425
37883;-694274;-1163132
37891;-678185;-1165940
37892;-673327;-1164195
37901;-733897;-1163873
38001;-684249;-1163368
38101;-770181;-1183184
38201;-762306;-1178941
38202;-765256;-1178306
38203;-769133;-1172084
38206;-775164;-1168776
38208;-776570;-1176994
38211;-771963;-1189450
38216;-778649;-1190269
38218;-769025;-1199916
38221;-774211;-1182027
38222;-780385;-1186026
38223;-785903;-1188532
38226;-786339;-1188411
38229;-776781;-1180058
38232;-761238;-1181885
38241;-757236;-1194182
38242;-759469;-1187934
38272;-761360;-1200793
38273;-779913;-1199119
38276;-777560;-1202514
38278;-779861;-1200260
38279;-782342;-1197523
38281;-753071;-1187515
38282;-749004;-1193667
38283;-747773;-1201437
38291;-752705;-1198955
38292;-766225;-1195391
38293;-766434;-1206321
38301;-789367;-1155495
38401;-785939;-1158446
38402;-779049;-1160655
38403;-781504;-1169048
38404;-785863;-1163636
38411;-775508;-1156792
38421;-794709;-1153182
38422;-789898;-1147395
38425;-787242;-1146747
38426;-784502;-1149858
38427;-783676;-1154440
38432;-794597;-1153784
38433;-794667;-1157846
38441;-793085;-1166702
38442;-806041;-1164921
38443;-810900;-1165670
38444;-805009;-1172146
38451;-795781;-1177119
38462;-797432;-1181746
38471;-798443;-1152868
38472;-810363;-1146048
38473;-810183;-1142815
38481;-799880;-1145329
38486;-806730;-1141225
38491;-807964;-1161058
38492;-814180;-1155297
38493;-819856;-1152299
38501;-805462;-1150245
38601;-791124;-1128223
38701;-794708;-1138543
38706;-796553;-1143495
38711;-797837;-1126906
38715;-801920;-1122792
38716;-802494;-1129842
38719;-801992;-1137682
38731;-789850;-1122990
38732;-787841;-1118523
38733;-798633;-1111888
38734;-796202;-1115067
38735;-794571;-1118286
38736;-797971;-1118326
38737;-795249;-1120465
38742;-797073;-1104654
38743;-790950;-1102050
38751;-785182;-1129189
38752;-784115;-1135416
38756;-788881;-1141707
38771;-770600;-1144407
38772;-774041;-1147935
38773;-782504;-1144773
38775;-779360;-1139122
38801;-790317;-1111354
38901;-775683;-1144133
39001;-736668;-1120377
39002;-735202;-1120170
39003;-736134;-1118567
39005;-736007;-1119480
39101;-733653;-1123414
39102;-734124;-1124737
39111;-733582;-1126772
39116;-731282;-1133128
39117;-730124;-1129100
39118;-723918;-1130666
39120;-723509;-1126196
39121;-728543;-1124523
39126;-727332;-1134451
39127;-726352;-1140164
39131;-740222;-1116434
39132;-744206;-1110796
39133;-742507;-1108478
39135;-738369;-1108881
39136;-734649;-1109126
39137;-733693;-1113020
39142;-727245;-1115236
39143;-723850;-1108832
39152;-718556;-1108113
39153;-717220;-1116375
39155;-723696;-1121711
39156;-731466;-1122444
39161;-747910;-1119923
39162;-749058;-1119924
39165;-750255;-1130059
39171;-748634;-1135775
39172;-746459;-1132060
39173;-736911;-1134082
39174;-738235;-1129961
39175;-741469;-1125294
39176;-739381;-1122110
39181;-736407;-1145120
39201;-732545;-1135234
39301;-694854;-1123890
39401;-694956;-1127784
39403;-689364;-1135780
39404;-685161;-1128342
39405;-684894;-1124562
39409;-692099;-1118162
39411;-714530;-1117301
39412;-715305;-1121028
39413;-709882;-1121611
39414;-705293;-1121689
39415;-702951;-1123503
39421;-702947;-1114195
39422;-701260;-1107972
39424;-705939;-1106296
39426;-709284;-1104558
39427;-706444;-1107830
39428;-707344;-1112381
39443;-686204;-1117304
39444;-693815;-1112044
39445;-697539;-1110784
39446;-697196;-1113700
39451;-687038;-1105864
39452;-680518;-1107067
39456;-694974;-1107499
39459;-690063;-1106047
39461;-700917;-1129944
39462;-698086;-1128618
39463;-699915;-1136160
39464;-695249;-1141022
39468;-698558;-1141369
39470;-709994;-1132936
39491;-711758;-1134656
39492;-715524;-1135208
39493;-714294;-1132496
39494;-713593;-1127702
39495;-717724;-1124820
39496;-707933;-1130200
39501;-708897;-1114416
39601;-686995;-1111111
39701;-774393;-1124144
39801;-780396;-1111681
39804;-777739;-1106904
39806;-777861;-1102640
39807;-769946;-1104932
39811;-771130;-1137363
39815;-769540;-1133606
39816;-762780;-1131352
39817;-763969;-1126024
39818;-768994;-1122572
39819;-767166;-1126165
39821;-778635;-1128776
39822;-778766;-1133505
39831;-777500;-1120218
39832;-774453;-1117416
39833;-774736;-1113214
39834;-765636;-1113249
39835;-768760;-1117086
39842;-758052;-1119437
39843;-758339;-1122079
39847;-760350;-1126020
39848;-764027;-1119957
39851;-751926;-1114457
39852;-747515;-1108010
39853;-751515;-1105039
39854;-757339;-1105112
39855;-761717;-1104376
39858;-765894;-1106670
39859;-761224;-1108439
39901;-757182;-1110217
40001;-762248;-975668
40002;-759554;-970304
40003;-758455;-977834
40004;-763522;-980500
40007;-758380;-975258
40010;-767167;-971046
40011;-760032;-973496
40301;-761392;-983077
40302;-761113;-983866
40313;-767452;-980706
40317;-768015;-973624
40321;-758816;-980685
40322;-755834;-976616
40323;-751303;-979547
40327;-754905;-981288
40331;-756671;-973303
40332;-751978;-975605
40334;-758226;-970266
40335;-759226;-965338
40336;-759774;-961860
40337;-764017;-961883
40338;-766286;-967728
40339;-767447;-970764
40340;-760617;-975929
40502;-746429;-966162
40505;-751192;-964072
40701;-755177;-964742
40702;-756260;-965533
40703;-749968;-971955
40711;-747797;-970405
40713;-743199;-963126
40714;-742387;-958905
40715;-736613;-961470
40716;-733707;-958637
40717;-741877;-955148
40721;-732096;-964438
40722;-741696;-970207
40723;-739549;-972012
40724;-740448;-974354
40725;-741925;-976053
40729;-735229;-971096
40741;-741214;-966270
40742;-736730;-966276
40744;-726702;-958431
40745;-724427;-964150
40746;-726359;-952212
40747;-726815;-947597
40751;-724834;-956838
40752;-716457;-954482
40753;-718377;-945024
40755;-718326;-957286
40756;-719967;-958543
40757;-721462;-956695
40760;-725970;-948315
40761;-726234;-947743
40777;-726386;-941845
40778;-731002;-944227
40779;-733633;-945389
40780;-735410;-942726
40781;-733113;-940642
40782;-738105;-942501
40784;-736119;-939280
40801;-720379;-950077
41002;-763579;-998099
41101;-759839;-991678
41103;-762043;-986455
41108;-739092;-1000735
41111;-763567;-993966
41112;-764214;-995526
41113;-767223;-995906
41114;-769380;-993315
41115;-770334;-995613
41116;-767022;-1000790
41117;-765514;-1004221
41118;-758800;-1005202
41119;-760416;-1009796
41120;-763331;-1010548
41121;-760649;-998379
41131;-767210;-988917
41132;-769862;-988417
41133;-762944;-986457
41141;-754228;-988514
41142;-750981;-987875
41145;-743414;-987766
41146;-744787;-988684
41147;-746625;-995726
41148;-750539;-992805
41155;-756496;-993936
